Name,Brand,Current Price,Full Price,Category,Color,Size,SKU,GTIN
NIKE REVOLUTION 7 EASYON,Nike,85,85,FOOTWEAR,HQ3223-325,13,c7c15868-7370-579f-8671-79850e9917ff,00197596340778
NIKE REVOLUTION 7 EASYON,Nike,85,85,FOOTWEAR,HQ3223-325,14,0248ee6c-8330-57cf-a3a9-c5206cdaf2be,00197596206951
NIKE REVOLUTION 7 EASYON,Nike,85,85,FOOTWEAR,HQ3223-325,15,c93dddfd-5393-5f20-a463-d9f7f26c003c,00197596525021
M NIKE PROMINA,Jordan,84.97,120,FOOTWEAR,FD2291-105,S/M,72ee5794-056d-502e-85d1-5fd8ed50673f,00196975377411
M NIKE PROMINA,Jordan,84.97,120,FOOTWEAR,FD2291-105,M/L,2dc8e350-a2cd-5250-bd06-1f292c2c1473,00196975406388
M NIKE PROMINA,Jordan,84.97,120,FOOTWEAR,FD2291-105,L/XL,5d01c4c2-e6ad-5fa5-ab8e-859b455d4c2f,00196975437368
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,6,bdab5a2a-b1d0-5e66-813b-948ebdfd7e36,00196969192488
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,6.5,bf877060-9ae6-5377-8c75-64b72c7ebbdf,00196969192495
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,7,97efcfe0-76c8-5f2a-9cda-b5727b4dc396,00196969192501
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,7.5,7de150b8-d6ba-5743-a5e9-71168477a22f,00196969192518
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,8,706e0af0-7861-574e-a992-42340ae9203e,00196969192525
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,8.5,21cbfef7-ff1d-5b7c-8356-1a40776dba08,00196969192532
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,9,c8f92e71-1bef-5461-94c3-8e43f93533c5,00196969192549
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,9.5,0a4deb66-e3b5-55f0-8f95-ba8c3d64d9ed,00196969192556
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,10,324343db-e6e0-5f89-95fc-8f80a40e2231,00196969192563
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,10.5,fba438b8-fa79-56f6-919e-3098cff70175,00196969192570
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,11,582ab511-6d52-5649-be03-caa1e0c03a79,00196969192587
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,11.5,30e2c09f-c7ec-5129-bf23-25dfa38a6b3c,00196969192594
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,12,90f07ec3-25cb-5cc8-9c24-b0de70b409cd,00196969192600
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,12.5,362d4d3b-dc61-587a-b2d8-6f8eff5316f7,00196969192617
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,13,a7addf2a-d67a-5cdd-84ec-a1e9285031c7,00196969192624
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,14,786a102a-3a96-5617-bdda-ab6990f72f8f,00196969192631
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,15,285cde1f-d38d-5227-a757-07c90555e8e8,00196969192648
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,16,bfbc2aeb-81f8-5828-a36d-394a26e4b227,00196969192655
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,17,3aacb1f0-f0b6-5a5f-b25b-f686d5c73a41,00196969192662
Mlb NK Dark Gray Club Unstr Ad,Nike,115,115,APPAREL,NB0309J7HUS-JRS,18,496d1b82-4800-5904-9c26-7c96118193d6,00196969192679
